title,first_tone_annotation,first_framing_annotation
"EYE ON GOP, IMMIGRANTS FLOCKING TOWARD U.S. CITIZENSHIP APPLICATION NUMBERS HAVE MORE THAN DOUBLED IN N.J. ANTI-IMMIGRATION MEASURES ARE BEING CITED.",17.35,10.2
Opinion: California can lead on immigration reform by passing the Dream Act,17.4,13.2
Remember God's mercy for all human souls,17.35,3.2
INS BAGS UP 9 FOR TRIP HOME,19.35,7.2
STILLWATER,,
Illegal Immigrants,19.4,6.2
"IMMIG REFORM PRESSURE ON OBAMA, DEMS",19.35,13.2
Thousands at immigration protest on San Jose streets,,12.2
EUROPE'S TIME BOMB: A WAVE OF REFUGEES; Are there solutions? Some ideas,,
"Venezuela tells U.S.: Give up Cuban; Urging the extradition of an exile sought in a jet attack, it said American credibility was on the line.",18.3,14.2
HIGHBROW: THEATER,,
Health Dept. Loses in AIDS Rule Dispute,19.35,9.2
"A 30-second glance at state, local news",,
STUDY: FLA.IMMIGRANTS NEED ENGLISH HELP,17.35,2.2
,,
America's Better Self Got Lost in Aliens Law; 'Victims' Who Exploit,17.4,4.2
The Feel of Africa Is Transplanted to Staten Island,17.35,11.2
"U.S. planning to get tough, detain aliens asking asylum Clinton selects INS chief; now all she needs is money",19.35,5.2
Clinton prepares crackdown on smugglers of illegal aliens,19.35,7.2
CLINTON PROGRAM TO COMBAT ALIEN SMUGGLING,19.35,13.2
IMMIGRATION AGENCY CURBED IN SEARCH ES FOR ALIENS,,5.2
POLICE AIDE ON COAST SAYS SPIES MAY POSE AS JEWISH EMIGR ES,19.35,8.2
BATTERED WOMAN'S ASYLUM CASE LINGERS ASHCROFT SENDS REVIEW BACK TO BOARD,,5.2
City begins accepting Mexico IDs Move eases access to services,,6.2
SCHOOL 'RESIDENT' MAY BE DEPORTED BUT STORY OF HOMELESS EX-PUPIL CAPTURES HEARTS,17.35,7.2
,,
Strong Words for U.S. From Bollywood Star,17.35,11.2
Post Tech Cecilia Kang; Excerpt from voices.washingtonpost.com/posttech,17.35,1.2
"NEXT NASTY, NECESSARY FIGHT",18.3,1.2
Preparing immigrant workers for change; A local nonprofit fears fallout from a new policy.,,5.2
Health care plan doesn't require proof of citizenship,17.35,9.2
Bollywood Star Urges Fans To Halt Protests,17.35,14.2
"5 Charged in Work Visa Fraud; Men Secured False Papers for Immigrants, Indictment Alleges",19.35,7.2
Mexican Immigrants,17.4,11.2
"Illegal Immigrant Smuggling on Rise; Truck Found in Md. With 40 People Part of Wide Problem, Officials Say",19.35,7.2
Fewer Illegal Immigrants Stopped for Traffic Violations Will Face Deportation,19.35,7.2
,17.4,3.2
Trafficking targeted,19.35,7.2
"WHAT WILL HE DO? We look at five key issues and how obama and mccain say they'll act. After you make your decisions Tuesday, the President-Elect will start making his.",,
KEY SENATORS BACK IMMIGRATION SHIFT,18.3,4.2
Key ballot initiatives. Totals via AP.,,
Detaining Asylum Seekers Is Illegal Prodigality,17.4,5.2
NBC Correspondent Applies for Amnesty,17.35,5.2
CONFLICTING FIGURES ON ILLEGAL ALIENS ROBERT REINHOLD,18.3,11.2
ALIENS LEAVE THE SHADOWS AS YEAR OF AMNESTY DAWNS,,5.2
WASHINGTON TALK: BRIEFING; Helping the World Bank,19.35,6.2
"IN THE IMMIGRATION MUD; UNDOCUMENTED WORKERS DO THE JOBS THAT NO ONE WANTS, BOOSTING OUR ECONOMY",17.4,1.2
Immigration keeps up steady pace,18.3,11.2
Schwarzenegger Is Pressed for His Views on Social Issues,,
"DRIVER'S LICENSE BILL IS ASKING FOR FRAUD; GOOD INTENTIONS, BAD LEGISLATION",17.4,13.2
"HOW A VITAL TECH VISA EXPOSES WORKERS TO ABUSE AND SUBJECTS THE SYSTEM TO FRAUD NEW LEGISLATION EASES WORKER SHORTAGE, BUT DOESN'T FIX UNDERLYING PROBLEMS",17.35,5.2
Two Immigrant Victims With Dreams of Success,17.35,11.2
Denver man is deported The Patriot Act is invoked in the ouster of a man who attended a terror camp in 2001. His lawyer decries a ``kangaroo court.'',19.35,8.2
INS Not Told Of Felonies By Suspect in Trooper Case,19.35,7.2
CONSTITUTIONAL CHANGES AIMED AT IMMIGRANTS,19.35,6.2
IMMIGRANT IMAGES; A young photographer hits the road to find and photograph 'the real face of Minnesota.',17.35,11.2
"ICE LOCKS 'EM UP, THROWS AWAY KEY",17.35,7.2
Farmingville's Rock and Hard Place,19.35,10.2
"Georgia state senator's wife faces deportation to Colombia She is in hiding, and her husband and lawyer say they don't know her wherebouts.",18.3,7.2
Good Thing We Citizens Aren't Tested,17.4,4.2
"Not in This Country, They Can't",17.4,10.2
Amsterdam Journal; Plane Crash Exposes a Dutch Ghetto,,
"HAITIANS HOPE, WAIT AS LAWYERS FIGHT FOR ASYLUM",17.35,5.2
New Wave of Cubans Sails to Florida Illegally,17.35,5.2
Trucker guilty in smuggling deaths,,7.2
City rallies around young cancer patient; INS lets Mexican couple stay in U.S. while 5-year-old son gets treatment,17.35,1.2
U.S. GRANTS ASYLUM TO GAY MEXICAN HE CITES PERSECUTION BY THE POLICE,17.35,5.2
IMMIGRATION STILL AT ISSUE,18.3,14.2
"Freed by U.S., dissident still targets Iran",18.3,5.2
"AHEAD OF FOX VISIT, BUSH WARNS: AMNESTY PUSH APPEARS STALLED",17.35,14.2
Drug-slay fugitive caught in Mexico,19.35,5.2
"Fla. sour on immigrant tuition break ; State political climate cool to in-state college fees, as issue becomes debate topic.",,13.2
CAMPAIGN AIMS TO RAISE AWARENESS ABOUT IMMIGRANTS; MINNEAPOLIS FOUNDATION TARGETS COLD WELCOME,17.35,11.2
Metro & Obituaries; Panel to meet this week amid calls to oust Kent,17.35,13.2
SUPERMODEL IS BRAZILIAN,,
National Briefing  Southwest: Arizona: Money Seizures Ruled Illegal,,
Illegal immigration boils up as litmus test for GOP voters,18.3,13.2
"Most don't want illegal immigrants in health plan, poll says",18.3,12.2
"End of road nears for agency helping African immigrants Tough times have left nonprofit - which served 30,000 over almost 30 years - down to its last $12,000.",19.35,1.2
CHINESE IMMIGRATION RISING,,
Florida: Agency Faulted In Detention of Mother,17.35,7.2
AMERICAN IMMIGRANTS WHO COME AND GO,18.3,11.2
Border fence gets approval in U.S. House,19.35,13.2
GUATEMALAN FAMILY REACHES REFUGE,17.35,3.2
BIG BIZ REAPS WHAT IT SOWS,,
"Agents arrest four, say group smuggled immigrants in L.A.; SENIOR INS OFFICIAL WHO WORKS AT AIRPORT ACCUSED IN SCHEME",19.35,6.2
AT A GLANCE,19.35,8.2
Cameroon man's 6-year odyssey ends with asylum,,5.2
Time to get neighborly with the Americas,19.35,14.2
Spitzer Grants Illegal Immigrants Easier Access to Driver's Licenses,17.35,6.2
Getting the whole story on immigrants,17.35,4.2
"Good, bad and ugly",17.4,6.2
"EDITORIAL Border fence is full of problems, costs Spending as much as $1.2 billion on a barrier between Mexico and the U.S. only serves to mask the fact that Congress isn't dealing with immigration.",17.4,8.2
"Salazar hopeful on immigration Saying ``failure ... is not an option,'' the senator anticipates that he and his colleagues will revisit the bill in July.",17.35,13.2
Davis hardens stance on illegal-immigrants bill; GOVERNOR WON'T COMPROMISE ON HIS DEMAND FOR BACKGROUND CHECKS ON DRIVER-LICENSE APPLICANTS,19.35,13.2
NEIGHBORHOOD REPORT: NEW YORK UP CLOSE; Some Dominicans Balk At a Diplomatic Import,,12.2
"24 Iranians, Held for Illegal Entry, Escape From Iraqi Prison",,
Immigrants welcome relief from deportation,17.35,10.2
Offering sanctuary,,
"FOR IMMIGRANTS, A SENSE OF BETRAYAL < THOSE WHO ARE NOT U.S. CITIZENS WILL PAY< A STEEP PRICE UNDER CUTS CONGRESS APPROVED.",17.35,10.2
Cuba Sees Fervor Over Elian Useful in Other Battles,,
Somali crisis not far for Clarkston,17.35,10.2
Report Questions the System Used to Flag Rikers Island Inmates for Deportation,19.35,7.2
"A TALE OF ANGUISH: HOW ONE LATINA MISSED NETWORK / FEELING ABANDONED, MIGUELINA ESTEVEZ, 19, KILLED HER 3 SONS AND HERSELF. OTHERS LIKE HER HAVE FOUND HELP.",17.35,10.2
Immigrant Subway Virtuosos Keep Traditional Sounds Alive,17.35,11.2
California Stumbles On Bilingual Classes; Immigrant Pride,17.4,11.2
Rescuing What Hatred Tried to Kill,,
NATION IN BRIEF; White House resists move to disband INS,17.35,13.2
Obama and Senator Differ On Narrative of Meeting,,8.2
VIGIL SET TONIGHT TO MARK PASSAGE OF PROPOSITION 187,,
Et cetera; Smart insights on the news of the day,19.4,12.2
IMMIGRANT 'PIONEER' DIES UNEXPECTEDLY; HMONG BUSINESSWOMAN CALLED 'MOM' BY MANY,17.35,11.2
Illegal immigration ad assailed Latinos demand GOP apology,17.35,13.2
Opinion: Changing 14th Amendment won't solve immigration crisis,18.3,5.2
THE NEW PRESIDENCY: Attorney General; BAIRD APOLOGIZES TO SENATE PANEL FOR ILLEGAL HIRING,19.35,5.2
Bush Fears for Nation's Soul,,13.2
Aug.27-Sept.2: The Golden Door; A Census Surprise: A Lot of Americans Turn Out to Be Immigrants,,13.2
POLL: 63% oppose Baird // Clinton lobbies senators,,
National News Briefs; I.N.S. Officers Accused Of Sex With Detainees,18.3,7.2
"Pena, Lamm seen as sparks in fiery debate",19.35,6.2
Amnesty debate inches forward,17.35,5.2
Terror Trial Evidence,18.3,8.2
"Aide urges extended immigrant privileges; State must recognize all Mexicans, he says",17.35,14.2
Chung: Green card cutback would hurt valley,17.35,5.2
"CASE OF WOMAN IN TRAILER SHOWS CULTURAL GAP FEAR, SHAME KEEP IMMIGRANTS FROM SEEKING HELP, EXPERTS SAY",17.35,9.2
FORMER INS WORKER GUILTY OF PASSING SECRETS TO CUBA,19.35,7.2
"Facing long odds, Western growers hope to revive the agriculture-only portion of the bill",17.35,13.2
CAPTIVE IN QUEENS: THE NEIGHBORHOOD; A Neighborhood Was Jarred By Cries of 'the Mute Ones',17.35,10.2
"About New York; For Some Hispanic Immigrants, a Sense of Kinship With the Silent Laborers",17.35,1.2
"TIP, TRAP NABBED SUSPECT IN NOTORIOUS SMUGGLING CASE AGENTS SAY MAN ADMITS ROLE IN HIGH-SPEED CHASE",19.35,7.2
"Iraqis Detained on Flawed Data, Lawyers Say",17.35,5.2
U.S. Backs Asylum for Mutilation Cases,17.4,5.2
"List fouls Utah's immigration debate; Anonymous mailing calls 1,300 illegal",18.3,7.2
IMMIGRATION LAW ENTERS FLORIDA'S POLITICAL CLASH,19.35,13.2
Immigrants focus of business roundtable,19.35,7.2
Law Review: Penn professor and students help win Supreme Court case,17.35,5.2
An uproar free of all pretense,17.4,10.2
"INS FINGERPRINTING SHOULD EXTEND TO SAUDIS, TOO",19.4,14.2
NATION IN BRIEF,18.3,12.2
"Immigrants reach out, touch home through long-distance phone shops",17.35,10.2
Tancredo wants to end program for guest workers,,6.2
Private border watchers raise fears of vigilante violence,18.3,8.2
OTHER OPINION: College the latest perk for illegals,19.4,6.2
INS TO RELEASE ANOTHER MUSLIM ACTIVIST AFTER YEARS OF BEING HELD ON 'SECRET EVIDENCE',17.35,8.2
"80,000 LEGAL ALIENS SET TO LOSE FOOD AID",,1.2
"Wanted: Border Hoppers. And Some Excitement, Too.",19.35,13.2
Air crash test: Currents stronger than thought,,
Immigration-rights groups hammer Ford on past votes,17.35,13.2
IMMIG GROUP HOPES IT'S ON ROAD TO REFORM,17.35,10.2
THE SPARSE WATCH ON AMERICA'S BORDERS 4/bl; by Hamilton Fish Jr.,19.4,2.2
SMUGGLERS FIND ALIENS AS VALUABLE AS DRUGS ALONG MEXICAN BORDER,,
GOVERNORS WEARY OF FEDERAL TAB,18.3,1.2
Iranian May Be Ousted In Theft of One Grape,17.35,7.2
"The Good, the Best and the Border",19.4,7.2
"The Speaker, on the Border",18.3,13.2
DEMOCRATS BAR ACTION IN HOUSE ON IMMIGRATION,,13.2
AROUND THE NATION; Homosexual Is Denied Citizenship in U.S.,19.35,5.2
Travel Agent Sentenced for Fake Weddings,,7.2
Fewer young men registering for draft,,
News in brief,17.35,13.2
A migrant society,17.35,10.2
ISRAEL TO CENSOR IMMIGRATION STORIES,,
Transfer of INS offical assailed,18.3,13.2
Immigration Reform and Hard Times,17.4,13.2
"Without Papers, No Full License; Md. Immigrants' Appointments Cut",19.35,5.2
"Mixed-status families increasing in U.S., study finds",18.3,11.2
NYPD FED UP Declines to back D.C. in immig bust,18.3,7.2
"Immigration bill may finally get jump-start; WITH BUSH CALLING FOR SOLUTION, DEMOCRATS PROMISE ACTION",,13.2
Wal-Mart facility is site of 14 arrests,19.35,7.2
IMMIGRANT BATTLE STAYS OFF THE FIELD,17.35,11.2
"Latinos boycott; Participation heavy in places, mixed in Georgia",17.4,12.2
Immigrant Fights Off His Deportation,17.35,10.2
INS unlikely to meet student-tracking deadline,19.35,6.2
A NATION CHALLENGED: IMMIGRATION; Congress Set to Break Up Beleaguered Agency,19.35,13.2
House committee OKs breaking INS in two,19.35,6.2
2 sides agree INS needs big overhaul; Panel to vote today on agency's split,,13.2
WASHINGTON IN BRIEF,,4.2
ILLEGAL ALIENS: IMPACT IN CITY IS UNCERTAIN,17.35,1.2
ELIAN'S GRANDMOTHERS MEET WITH RENO THEY URGED HIS RETURN TO CUBA. THE ATTORNEY GENERAL WAS SUPPORTIVE BUT SAID IT WAS NOW FOR THE COURTS TO DECIDE.,18.3,5.2
Immigrants' Fears,17.4,10.2
TEHERAN SAYS U.S. SEARCHED HOME OF AN IRANIAN DIPLOMAT,19.35,14.2
It's amazing how impassioned ...,19.35,4.2
I'm Not What You Might Think,,11.2
GWINNETT VENT,,
Perdue: Boost illegals funding; More help sought to meet prison costs,19.35,1.2
VISA CAP LEAVES FIRMS WANTING; TEMPORARY JOBS MAY BE LEFT UNFILLED THIS SUMMER,17.35,2.2
Metro Briefing New York: Manhattan: Immigration Attorney Accused,19.35,7.2
Laborers fill in a gap at tuxedo company; Mexican employees with special work visas help After Hours through peak season. It's a rising U.S. trend.<,17.35,1.2
Village Mourns Mexicans Who Died Emigrating,17.35,10.2
FLORIDA'S NEXT APPEAL,,5.2
26 more arrested at Newark's airport; The total is 158 since last week in an investigation of rings smuggling immigrants from Mexico.,19.35,7.2
Thousands line up for right to work legally in U.S.,17.4,5.2
Young illegal immigrants will be eligible for California driver's licenses,17.35,5.2
REFUGEES AT OUR DOORSTEP: A GROWING REALITY POLITICS Sun Belt politics clouded by flood of illegal aliens,19.35,13.2
Next Stop: Underground; If Virginia has its way with illegal immigrants,,6.2
Immigrants Aren't Servants For the Middle Class,17.4,11.2
IMMIGRANT PRENATAL CARE SUBSIDIZED,17.35,9.2
What NATO Victory?,,
"Illegal Workers Supplant U.S. Ones, Report Says",19.35,1.2
IN OTHER ACTION,19.35,6.2
Ramsey County / Jail again will accept immigration detainees; Feds pay high rate to use excess capacity,19.35,2.2
Fox sets immigration reform deadline,18.3,14.2
Immigration Agency Hires Accountants for Full Review,18.3,2.2
NATION IN BRIEF,19.35,7.2
"Immigrant Workers Vital, Va. Firms Say; Poultry Industry Seeks Better U.S. Screening to Cull Illegal Applicants, Avert Fines",17.4,1.2
Immigration Reform,19.4,6.2
"Israel Sees a Surge in Immigration by French Jews, but Why?",,
Restoring integrity Our view o St. Louis immigration office complaints warrant investigation.,17.35,3.2
NICARAGUANS IN MIAMI HOPING FOR A FUTURE AS LEGAL RESIDENTS,17.35,5.2
U.S. Immigration Agents Fell Short of Probe Goal,19.35,2.2
Arizona Is Split Over Hard Line On Immigrants,19.35,5.2
THE ALL-AMERICAN ILLEGAL ALIEN,17.35,10.2
"At Whole Foods, a Welcome Sign For Immigrants Seeking Jobs",17.35,1.2
Bad policy to consider breaks in illegal immigrants' tuition,19.4,6.2
Mr. Grassley Responds,,6.2
Study Sees Increase in Illegal Hispanic Workers in New Orleans,19.35,11.2
BRILLIANT IMMIGRANT'S CASE BUMPED TO TOP OF LIST,17.35,5.2
U.S. Ship Subsidies Enhance Global Status,,
INS IS TOLD TO REOPEN DEPORTATIONS,17.35,5.2
Staking Their Claim,18.3,11.2
CLOSE THE RIGHT BORDER,18.3,5.2
NO EASY ROAD TO ASYLUM FOR GUATEMALANS,19.35,5.2
VOLUNTEERING,,
"FOLEY, FAIR WRONG TO SLAM JUPITER'S EFFORT FOR IMMIGRANTS",18.3,5.2
Latinos see Gomez as ``one of us'',18.3,11.2
"FROM MEXICANS WHO EMIGRATED, WORKS OF ART THAT ILLUSTRATE FAITH PAINTINGS SHOW THE TRIALS OF THOSE WHO LEFT HOME FOR THE U.S.",17.35,11.2
Md. to weigh own 'DREAM' tuition act,,6.2
FORECASTS SHOW LEGAL ALIENS TO RISE IN '96< THE INS SAYS THERE WILL BE 41 PERCENT MORE< IMMIGRANTS - A LARGE INCREASE OVER LAST YEAR.,,11.2
757 Haitians may have political asylum eligibility,17.35,5.2
THOMPSON PLAN: TARGET IMMIGRATION HAVENS,,6.2
"Poll Finds Immigration on Voters' Minds; Issue Rapidly Rises to Prominence, With Three-Fourths Calling It Important in Election",19.4,12.2
FEDERAL IMMIGRATION FIGURES QUESTIONED,19.35,11.2
Letters | Letters,18.3,5.2
,17.35,10.2
,,
A protest festively flavored,17.4,12.2
The Nation in Summary; SEnate Passes Immigration Law Changes,18.3,6.2
Latin Americans And the Island,,
Federal immigration programgives some jurisdictions leeway,18.3,6.2
The Immigrants And the Suburbs,17.4,15.2
The Immigrants And the Suburbs,17.4,11.2
U VISA OFFERS HOPE FOR ILLEGAL IMMIGRANTS WHO ARE ABUSE VICTIMS; NEW RULES WOULD EXPAND THE BENEFIT,17.35,9.2
California: Pastor Accused In Visa Scheme,19.35,7.2
Developer faces panel over labor allegation State commission vows to force developers to verify that workers are in the country legally.,19.35,5.2
Immigrant-Smuggling Case Against Driver Goes to Jury,19.35,7.2
NATION,19.35,7.2
"SENATE VOTES TO RESTORE FOOD-STAMP BENEFITS FOR 250,000 LEGAL IMMIGRANTS",17.35,13.2
Senate votes to restore immigrant food stamps,17.35,6.2
Seminar drawing GOP fire A Republican lawmaker's aide was at a Democratic gathering on immigration policy and says a speaker misrepresented his boss.,18.3,13.2
Born in the U.S.A. is what makes someone American,17.4,5.2
Clearing the Record,,
The reheating of immigration reform,17.4,6.2
"Va. Bills Targeting Illegal Residents; Restrictions Sought On Work, Schooling For Immigrants",19.35,6.2
S.F. stores raided for alleged Versace counterfeiting,,
"Immigrant Services Envisioned For Enclave; Md. Community's Needs Long Neglected, Some Say",17.35,10.2
FLIGHT SCHOOL GETS PAPERS ON HIJACKERS' VISA APPROVALS,19.35,8.2
Adopting the American Dream; Immigrant Entrepreneurs Embrace Self-Employment and the Chance to Succeed,17.35,11.2
"WWJD? Back immigrants; Literature and simple empathy argue for fines, not deportation, for those who cross illegally.",17.4,3.2
IMMIGRATION // Dead terrorists earn U.S. student visas,19.35,8.2
U.S. Ideological Test For Asylum Seekers,18.3,4.2
THREATS AND RESPONSES: 9/11 INQUIRY; Chief of Sept. 11 Panel Assesses Blame but Holds Off on Higher-Ups,19.35,8.2
Owners of El Balazo taqueria chain sentenced for immigration and tax fraud,19.35,7.2
Friends say Mexicans not living as slaves,17.35,10.2
ARIZ. LIKELY CENTER STAGE FOR PRESSING FOR CHANGE,17.35,6.2
FEDS RAID HOUSE; DETAIN 15,19.35,7.2
INACTION ON IMMIGRATION TOUCHES OFF FREE-FOR-ALL,18.3,13.2
The U.S.A. and the PLO,,14.2
,,
DRIVER'S LICENSE BILL HITS SNAG; VOTE ON MEASURE FOR UNDOCUMENTED IMMIGRANTS DELAYED,19.35,13.2
"PERDUE ON ILLEGAL IMMIGRANTS: In-state tuition possible, but not HOPE funds",,4.2
BOOK EXPLAINS WHY MEXICAN MIGRANTS KEEP CROSSING THE BORDER,17.35,10.2
